opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;
2 pokojowe, Wzgórza Krzes³awickie;: Wzgórza Krzes³awickie;2 pokoje;340000;49,00;6 939;https://www.otodom.pl/oferta/2-pokojowe-wzgorza-krzeslawickie-ID40UOs.html#ff58f871c1;2019-06-25 13:54:53.204303;
2 pokojowe, ks. Józefa Meiera, Górka Narodowa;: Pr¹dnik Bia³y, Górka Narodowa;2 pokoje;380000;55,00;6 909;https://www.otodom.pl/oferta/2-pokojowe-ks-jozefa-meiera-gorka-narodowa-ID411Ib.html#ff58f871c1;2019-06-25 13:54:53.204303;
2-pokojowe w Nowej Hucie;: Nowa Huta;3 pokoje;359000;57,00;6 298;https://www.otodom.pl/oferta/2-pokojowe-w-nowej-hucie-ID3XBuY.html#ff58f871c1;2019-06-25 13:54:53.204303;
Mieszkanie z du¿ym ogródkiem na wysokim parterze;: Podgórze Duchackie, Kurdwanów;2 pokoje;365000;61,00;5 984;https://www.otodom.pl/oferta/mieszkanie-z-duzym-ogrodkiem-na-wysokim-parterze-ID3Z1q0.html#ff58f871c1;2019-06-25 13:54:53.204303;
Nowa inwestycja w Nowej Hucie- przedsprzeda¿;: ma³opolskie;2 pokoje;366090;46,92;7 802;https://www.otodom.pl/oferta/nowa-inwestycja-w-nowej-hucie-przedsprzedaz-ID41bLC.html#ff58f871c1;2019-06-25 13:54:53.204805;
Wielkie mieszkanie na Kurdwanowie z super widokami;: Podgórze Duchackie, Kurdwanów;3 pokoje;408000;80,00;5 100;https://www.otodom.pl/oferta/wielkie-mieszkanie-na-kurdwanowie-z-super-widokami-ID41bKo.html#ff58f871c1;2019-06-25 13:54:53.204805;
Mieszkanie, 4 pokoje, idealne pod inwestycje!!!;: Bieñczyce;4 pokoje;419000;64,00;6 547;https://www.otodom.pl/oferta/mieszkanie-4-pokoje-idealne-pod-inwestycje-ID41bKl.html#ff58f871c1;2019-06-25 13:54:53.204805;
Mieszkanie 3-pokojowe,os.Oœwiecenia, Mistrzejowice;: Mistrzejowice;3 pokoje;425000;55,60;7 644;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-os-oswiecenia-mistrzejowice-ID3Vrmk.html#ff58f871c1;2019-06-25 13:54:53.204805;
3 pokojowe mieszkanie Ruczaj;: Dêbniki, Ruczaj;3 pokoje;439000;55,00;7 982;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ruczaj-ID41bJg.html#ff58f871c1;2019-06-25 13:54:53.204805;
3 pokojowe mieszkanie w Centrum - Langiewicza;: Stare Miasto;3 pokoje;449000;51,30;8 752;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-centrum-langiewicza-ID41bIQ.html#ff58f871c1;2019-06-25 13:54:53.205306;
Krowdrza Górka, trzy niezale¿ne pokoje.;: Krowodrza;3 pokoje;363000;52,00;6 981;https://www.otodom.pl/oferta/krowdrza-gorka-trzy-niezalezne-pokoje-ID41bIN.html#ff58f871c1;2019-06-25 13:54:53.205306;
Gustowne 2-Pokojowe W Kameralnym Budownictwie;: Pr¹dnik Bia³y;2 pokoje;429000;60,00;7 150;https://www.otodom.pl/oferta/gustowne-2-pokojowe-w-kameralnym-budownictwie-ID41bIb.html#ff58f871c1;2019-06-25 13:54:53.205306;
dwupoziomowe wzgórza Krzes³awickie 4 pok ok 65 m2;: Wzgórza Krzes³awickie;4 pokoje;449000;65,00;6 908;https://www.otodom.pl/oferta/dwupoziomowe-wzgorza-krzeslawickie-4-pok-ok-65-m2-ID41bI5.html#ff58f871c1;2019-06-25 13:54:53.205306;
Mieszkanie 3 pokoje, Nowa Huta, 53m2 !!!;: Nowa Huta;3 pokoje;369000;53,00;6 962;https://www.otodom.pl/oferta/mieszkanie-3-pokoje-nowa-huta-53m2-ID41bH3.html#ff58f871c1;2019-06-25 13:54:53.205306;
3-Pokojowe Mieszkanie Ul. Jerzmanowskiego;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;299000;51,00;5 863;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ul-jerzmanowskiego-ID41bIc.html#660b010842;2019-06-25 13:54:55.204148;
Dwupokojowe z antresol¹ i zielonym tarasem!;: Nowa Huta;2 pokoje;408000;52,60;7 757;https://www.otodom.pl/oferta/dwupokojowe-z-antresola-i-zielonym-tarasem-ID4167A.html#660b010842;2019-06-25 13:54:55.204148;
50m, 2-3pok. du¿y taras dodatkowe 50m, Ruczaj;: Dêbniki, Ruczaj;2 pokoje;409000;49,70;8 229;https://www.otodom.pl/oferta/50m-2-3pok-duzy-taras-dodatkowe-50m-ruczaj-ID40ss0.html#660b010842;2019-06-25 13:54:55.204649;
Bronowice 2-pokojowe, 50 m2, BALKON, PARKING;: Bronowice;2 pokoje;435000;50,00;8 700;https://www.otodom.pl/oferta/bronowice-2-pokojowe-50-m2-balkon-parking-ID419cJ.html#660b010842;2019-06-25 13:54:55.204649;
Kraków – MIESZKANIE pod inwestycjê i dla rodziny;: Nowa Huta;4 pokoje;410000;60,60;6 766;https://www.otodom.pl/oferta/krakow-mieszkanie-pod-inwestycje-i-dla-rodziny-ID406uc.html#660b010842;2019-06-25 13:54:55.204649;
3 pokojowe mieszkanie na Ruczaju;: Dêbniki, Ruczaj;3 pokoje;419000;56,00;7 482;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-ruczaju-ID3Xkgo.html#660b010842;2019-06-25 13:54:55.204649;
Wyj¹tkowe mieszkanie dla Ciebie! Do zamieszkania!;: Krowodrza;3 pokoje;419000;47,52;8 817;https://www.otodom.pl/oferta/wyjatkowe-mieszkanie-dla-ciebie-do-zamieszkania-ID41bGk.html#660b010842;2019-06-25 13:54:55.204649;
3-pokojowe plus murowany gara¿;: Bronowice;3 pokoje;370000;52,63;7 030;https://www.otodom.pl/oferta/3-pokojowe-plus-murowany-garaz-ID41bFy.html#660b010842;2019-06-25 13:54:55.205151;
2-pokojowe, jasna kuchnia, balkon;: ma³opolskie;2 pokoje;399000;53,50;7 458;https://www.otodom.pl/oferta/2-pokojowe-jasna-kuchnia-balkon-ID41bFv.html#660b010842;2019-06-25 13:54:55.205151;
3 pokoje, jasna kuchnia, 1 piêtro;: Mistrzejowice;3 pokoje;355000;48,61;7 303;https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-1-pietro-ID41bFu.html#660b010842;2019-06-25 13:54:55.205151;
2-pokojowe z jasn¹ kuchni¹ i balkonem;: ma³opolskie;2 pokoje;395000;54,00;7 315;https://www.otodom.pl/oferta/2-pokojowe-z-jasna-kuchnia-i-balkonem-ID41bFs.html#660b010842;2019-06-25 13:54:55.205151;
3 Pokoje, Jasna Kuchnia, Loggia;: ma³opolskie;3 pokoje;395000;56,70;6 966;https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-loggia-ID41bFr.html#660b010842;2019-06-25 13:54:55.205652;
2 Pokoje, Jasna Kuchnia, Mo¿liwoœæ 3 Pokoi;: Pr¹dnik Bia³y, Górka Narodowa;2 pokoje;379000;45,62;8 308;https://www.otodom.pl/oferta/2-pokoje-jasna-kuchnia-mozliwosc-3-pokoi-ID41bFp.html#660b010842;2019-06-25 13:54:55.205652;
2 Pokoje Z Jasn¹ Kuchni¹ I Balkonem- Na Skarpie;: Pr¹dnik Bia³y, Górka Narodowa;2 pokoje;340000;50,79;6 694;https://www.otodom.pl/oferta/2-pokoje-z-jasna-kuchnia-i-balkonem-na-skarpie-ID41bFo.html#660b010842;2019-06-25 13:54:55.205652;
2-pokojowe, jasna kuchnia, 2 balkony Olsza;: Grzegórzki, Olsza;2 pokoje;450000;52,00;8 654;https://www.otodom.pl/oferta/2-pokojowe-jasna-kuchnia-2-balkony-olsza-ID41bFf.html#660b010842;2019-06-25 13:54:55.205652;
ok.jana pawla II idealne dla studentów;: Nowa Huta, Czy¿yny;2 pokoje;439900;55,40;7 940;https://www.otodom.pl/oferta/ok-jana-pawla-ii-idealne-dla-studentow-ID41bF2.html#660b010842;2019-06-25 13:54:55.205652;
3 Pokoje, Jasna Kuchnia, Œródmieœcie;: Œródmieœcie;3 pokoje;449000;70,40;6 378;https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-srodmiescie-ID41bEZ.html#660b010842;2019-06-25 13:54:55.206153;
3-pokojowe w œwietnej lokalizacji!;: Pr¹dnik Czerwony;3 pokoje;429000;57,85;7 416;https://www.otodom.pl/oferta/3-pokojowe-w-swietnej-lokalizacji-ID41bEi.html#660b010842;2019-06-25 13:54:55.206153;
Super Oferta! 2 Pokoje, Jasna Kuchnia, Balkon;: Krowodrza, £obzów;2 pokoje;445000;48,00;9 271;https://www.otodom.pl/oferta/super-oferta-2-pokoje-jasna-kuchnia-balkon-ID41bEe.html#660b010842;2019-06-25 13:54:55.206153;
Idealne Pod Inwestycje!! Jasna Kuchnia!!!;: Krowodrza;2 pokoje;348000;46,00;7 565;https://www.otodom.pl/oferta/idealne-pod-inwestycje-jasna-kuchnia-ID41bEb.html#660b010842;2019-06-25 13:54:55.206153;
Mieszkanie W Systemie Tbs Ul. Nowohucka;: Nowa Huta;2 pokoje;128000;53,92;2 374;https://www.otodom.pl/oferta/mieszkanie-w-systemie-tbs-ul-nowohucka-ID41bE9.html#660b010842;2019-06-25 13:54:55.206153;
3 Pokoje, Jasna Kuchnia, Balon, Super Oferta;: Krowodrza, Krowodrza Górka;3 pokoje;400000;45,00;8 889;https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-balon-super-oferta-ID41bE4.html#660b010842;2019-06-25 13:54:55.206654;
3-pokojowe w œwietnej lokalizacji;: Dêbniki, Ruczaj;3 pokoje;398000;48,50;8 206;https://www.otodom.pl/oferta/3-pokojowe-w-swietnej-lokalizacji-ID41bE3.html#660b010842;2019-06-25 13:54:55.206654;
3-pokojowe w dobrej lokalizacji;: Bie¿anów-Prokocim;3 pokoje;383000;54,00;7 093;https://www.otodom.pl/oferta/3-pokojowe-w-dobrej-lokalizacji-ID41bDY.html#660b010842;2019-06-25 13:54:55.206654;
3 Pokoje ,Jasna Kuchnia , Loggi¹ Polecam !;: Bie¿anów-Prokocim;3 pokoje;340000;55,39;6 138;https://www.otodom.pl/oferta/3-pokoje-jasna-kuchnia-loggia-polecam-ID41bDX.html#660b010842;2019-06-25 13:54:55.206654;
2-pokojowe z balkonem w cichej okolicy;: Podgórze Duchackie, Kurdwanów;2 pokoje;319000;45,00;7 089;https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-w-cichej-okolicy-ID41bDU.html#660b010842;2019-06-25 13:54:55.207156;
Ustawne 3-pokoje-Lubostroñ + 2 miejsca postojowe !;: Dêbniki, Ruczaj;3 pokoje;440000;55,30;7 957;https://www.otodom.pl/oferta/ustawne-3-pokoje-lubostron-2-miejsca-postojowe-ID41bDT.html#660b010842;2019-06-25 13:54:55.207156;
2-pokojowe z jasn¹ kuchni¹ na 2 piêtrze;: Swoszowice, Opatkowice;2 pokoje;310000;50,00;6 200;https://www.otodom.pl/oferta/2-pokojowe-z-jasna-kuchnia-na-2-pietrze-ID41bDN.html#660b010842;2019-06-25 13:54:55.207156;
Pr¹dnik Bia³y, 2-pokojowe, polecam!;: Pr¹dnik Bia³y;2 pokoje;399000;50,00;7 980;https://www.otodom.pl/oferta/pradnik-bialy-2-pokojowe-polecam-ID41bDK.html#660b010842;2019-06-25 13:54:55.207156;
Mieszkanie - Kraków;: ma³opolskie;3 pokoje;419000;46,70;8 972;https://www.otodom.pl/oferta/mieszkanie-krakow-ID41bC2.html#660b010842;2019-06-25 13:54:55.207657;
3-Pokojowe Mieszkanie Ul. Jerzmanowskiego;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;299000;51,00;5 863;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ul-jerzmanowskiego-ID41bIc.html#22162e2e40;2019-06-25 13:54:56.138643;
Dwupokojowe z antresol¹ i zielonym tarasem!;: Nowa Huta;2 pokoje;408000;52,60;7 757;https://www.otodom.pl/oferta/dwupokojowe-z-antresola-i-zielonym-tarasem-ID4167A.html#22162e2e40;2019-06-25 13:54:56.138643;
Trzypokojowe do wejœcia, tramwaj, ³adny widok!;: Podgórze Duchackie;3 pokoje;449000;61,50;7 301;https://www.otodom.pl/oferta/trzypokojowe-do-wejscia-tramwaj-ladny-widok-ID40VHP.html#22162e2e40;2019-06-25 13:54:56.138643;
2-poziomowe mieszkanie - Wiêc³awice Stare;: Mistrzejowice;4 pokoje;329000;72,00;4 569;https://www.otodom.pl/oferta/2-poziomowe-mieszkanie-wieclawice-stare-ID40BeI.html#22162e2e40;2019-06-25 13:54:56.139145;
Mieszkanie 5800/m2 - 2pok - 56m2 - Feliñskiego;: Pr¹dnik Bia³y;2 pokoje;336000;56,12;5 987;https://www.otodom.pl/oferta/mieszkanie-5800zl-m2-2pok-56m2-felinskiego-ID40Kyj.html#22162e2e40;2019-06-25 13:54:56.139145;
Przestronne trzypokojowe mieszkanie - A;: Bronowice;3 pokoje;364800;48,00;7 600;https://www.otodom.pl/oferta/przestronne-trzypokojowe-mieszkanie-a-ID3XRUc.html#22162e2e40;2019-06-25 13:54:56.139145;
Inwestycyjne - 4 pok., ROI 7-9%, PR¥DNIK CZERWONY;: Pr¹dnik Czerwony;4 pokoje;419000;48,00;8 729;https://www.otodom.pl/oferta/inwestycyjne-4-pok-roi-7-9-pradnik-czerwony-ID3ZMTS.html#22162e2e40;2019-06-25 13:54:56.139145;
OKAZJA ! os. Piastów. 4/4 )) Trzypokojowe fajne M.;: Bieñczyce;3 pokoje;295000;47,18;6 253;https://www.otodom.pl/oferta/okazja-os-piastow-4-4-trzypokojowe-fajne-m-ID3ZpAg.html#22162e2e40;2019-06-25 13:54:56.139646;
7 min od MPK, ul.Obozowa.Ruczaj. 57,40m2. Super M.;: Dêbniki, Ruczaj;3 pokoje;430000;57,40;7 491;https://www.otodom.pl/oferta/7-min-od-mpk-ul-obozowa-ruczaj-57-40m2-super-m-ID40WCb.html#22162e2e40;2019-06-25 13:54:56.139646;
Bronowice,ul Bronowicka, 3 pokoje, nowoczesne;: Bronowice;3 pokoje;399000;45,00;8 867;https://www.otodom.pl/oferta/bronowice-ul-bronowicka-3-pokoje-nowoczesne-ID41boL.html#22162e2e40;2019-06-25 13:54:56.139646;
Mieszkanie 50 m2 - Nowa Huta, Teatralne;: Nowa Huta;2 pokoje;320000;50,00;6 400;https://www.otodom.pl/oferta/mieszkanie-50-m2-nowa-huta-teatralne-ID40YvQ.html#22162e2e40;2019-06-25 13:54:56.139646;
BEZPOŒREDNIO od dewelopera! Z ogródkami!;: Pr¹dnik Bia³y, Tonie;3 pokoje;349000;62,00;5 629;https://www.otodom.pl/oferta/bezposrednio-od-dewelopera-z-ogrodkami-ID3K2SM.html#22162e2e40;2019-06-25 13:54:56.140147;
2 pok. 47m2, du¿y balkon, ogródek, £okietka 154;: Pr¹dnik Bia³y;2 pokoje;368000;47,10;7 813;https://www.otodom.pl/oferta/2-pok-47m2-duzy-balkon-ogrodek-lokietka-154-ID416FU.html#22162e2e40;2019-06-25 13:54:56.140147;
Poœród zieleni; dla rodziny lub inwestora-UGOREK.;: Pr¹dnik Czerwony, Ugorek;2 pokoje;367500,00;52,75;6 967 /;https://www.otodom.pl/oferta/posrod-zieleni-dla-rodziny-lub-inwestora-ugorek-ID413jK.html#22162e2e40;2019-06-25 13:54:56.140147
Promocyjna cena;: Pr¹dnik Bia³y;3 pokoje;385000;51,82;7 430;https://www.otodom.pl/oferta/promocyjna-cena-ID41bdR.html#22162e2e40;2019-06-25 13:54:56.140147;
Promocyjna cena;: Pr¹dnik Bia³y;3 pokoje;384000;53,10;7 232;https://www.otodom.pl/oferta/promocyjna-cena-ID41bdQ.html#22162e2e40;2019-06-25 13:54:56.140147;
Promocyjna cena;: Pr¹dnik Bia³y;3 pokoje;364000;48,79;7 461;https://www.otodom.pl/oferta/promocyjna-cena-ID41bdz.html#22162e2e40;2019-06-25 13:54:56.140649;
Promocyjna cena;: Pr¹dnik Bia³y;3 pokoje;358300;48,17;7 438;https://www.otodom.pl/oferta/promocyjna-cena-ID41bdc.html#22162e2e40;2019-06-25 13:54:56.140649;
Promocyjna cena;: Pr¹dnik Bia³y;3 pokoje;358700;46,90;7 648;https://www.otodom.pl/oferta/promocyjna-cena-ID41baV.html#22162e2e40;2019-06-25 13:54:56.140649;
Odbiór jeszcze w tym roku;: Swoszowice;4 pokoje;329200;77,00;4 275;https://www.otodom.pl/oferta/odbior-jeszcze-w-tym-roku-ID41b9L.html#22162e2e40;2019-06-25 13:54:56.140649;
Odbiór jeszcze w tym roku;: Swoszowice;3 pokoje;289000;60,00;4 817;https://www.otodom.pl/oferta/odbior-jeszcze-w-tym-roku-ID41b9s.html#22162e2e40;2019-06-25 13:54:56.140649;
Odbiór jeszcze w tym roku;: Swoszowice;3 pokoje;285000;53,00;5 377;https://www.otodom.pl/oferta/odbior-jeszcze-w-tym-roku-ID41b9r.html#22162e2e40;2019-06-25 13:54:56.141150;
Odbiór jeszcze w tym roku;: Swoszowice;3 pokoje;329150;72,00;4 572;https://www.otodom.pl/oferta/odbior-jeszcze-w-tym-roku-ID41b9q.html#22162e2e40;2019-06-25 13:54:56.141150;
Klimatyczne Dwupokojowe , ul. Zawodzie. Zadzwoñ;: Krowodrza;2 pokoje;405000;49,90;8 116;https://www.otodom.pl/oferta/klimatyczne-dwupokojowe-ul-zawodzie-zadzwon-ID3ZpBe.html#22162e2e40;2019-06-25 13:54:56.141150;
Dobra Cena w Bie¿anowie za 70M. Umów Siê Zobaczyæ.;: Bie¿anów-Prokocim;3 pokoje;449000;68,60;6 545;https://www.otodom.pl/oferta/dobra-cena-w-biezanowie-za-70m-umow-sie-zobaczyc-ID40wtC.html#22162e2e40;2019-06-25 13:54:56.141150;
Niebrzydkie 45m, ul.Kordiana z loggi¹, 1995r.;: Podgórze Duchackie, Kurdwanów;1 pokój;319000;45,47;7 016;https://www.otodom.pl/oferta/niebrzydkie-45m-ul-kordiana-z-loggia-1995r-ID40voc.html#22162e2e40;2019-06-25 13:54:56.141150;
Najtaniej;: Swoszowice;3 pokoje;329000;74,00;4 446;https://www.otodom.pl/oferta/najtaniej-ID41b95.html#22162e2e40;2019-06-25 13:54:56.141652;
Kraków mieszkanie 50,72 klima 100% wyposa¿one II p;: ma³opolskie;2 pokoje;445000;50,72;8 774;https://www.otodom.pl/oferta/krakow-mieszkanie-50-72-klima-100-wyposazone-ii-p-ID40XUj.html#22162e2e40;2019-06-25 13:54:56.141652;
Sprzedam nowe mieszkanie podzielone na 2 kawalerki;: ma³opolskie;2 pokoje;429000;47,82;8 971;https://www.otodom.pl/oferta/sprzedam-nowe-mieszkanie-podzielone-na-2-kawalerki-ID412FH.html#22162e2e40;2019-06-25 13:54:56.141652;
3-Pokojowe Mieszkanie Ul. Jerzmanowskiego;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;299000;51,00;5 863;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ul-jerzmanowskiego-ID41bIc.html#bc75e81142;2019-06-25 13:54:57.321304;
Dwupokojowe z antresol¹ i zielonym tarasem!;: Nowa Huta;2 pokoje;408000;52,60;7 757;https://www.otodom.pl/oferta/dwupokojowe-z-antresola-i-zielonym-tarasem-ID4167A.html#bc75e81142;2019-06-25 13:54:57.321304;
Stare Podgórze 2 Pokoje Ogródek Komórka Lokatorska;: Podgórze, Stare Podgórze;2 pokoje;385000;45,37;8 486;https://www.otodom.pl/oferta/stare-podgorze-2-pokoje-ogrodek-komorka-lokatorska-ID3ZHFC.html#bc75e81142;2019-06-25 13:54:57.321806;
2-poziomowe mieszkanie - Wiêc³awice Stare;: Mistrzejowice;4 pokoje;329000;72,00;4 569;https://www.otodom.pl/oferta/2-poziomowe-mieszkanie-wieclawice-stare-ID40BeI.html#bc75e81142;2019-06-25 13:54:57.321806;
Miaszkanie Podgórze/Zab³ocie;: Podgórze;3 pokoje;359000;74,00;4 851;https://www.otodom.pl/oferta/miaszkanie-podgorze-zablocie-ID4158K.html#bc75e81142;2019-06-25 13:54:57.321806;
3-pokojowe z widokiem na Tatry;: Pr¹dnik Bia³y;3 pokoje;400000;57,00;7 018;https://www.otodom.pl/oferta/3-pokojowe-z-widokiem-na-tatry-ID3XJcA.html#bc75e81142;2019-06-25 13:54:57.321806;
Mieszkanie 71 m2 z ogródkiem Bronowice, 0%prowizji;: Bronowice;4 pokoje;369000;71,00;5 197;https://www.otodom.pl/oferta/mieszkanie-71-m2-z-ogrodkiem-bronowice-0-prowizji-ID40YfT.html#bc75e81142;2019-06-25 13:54:57.321806;
Bezpoœrednio 3-pokojowe po generalnym remoncie;: Nowa Huta;3 pokoje;397800;51,34;7 748;https://www.otodom.pl/oferta/bezposrednio-3-pokojowe-po-generalnym-remoncie-ID415wI.html#bc75e81142;2019-06-25 13:54:57.322307;
Mieszkanie 2 pokojowe Oœwiecenia, 54m2;: ma³opolskie;2 pokoje;390000;54,00;7 222;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-oswiecenia-54m2-ID40PPf.html#bc75e81142;2019-06-25 13:54:57.322307;
Mieszkanie 3pokojowe z balkonem-oddane do uzytkow.;: ma³opolskie;3 pokoje;310000;52,00;5 962;https://www.otodom.pl/oferta/mieszkanie-3pokojowe-z-balkonem-oddane-do-uzytkow-ID40gJ2.html#bc75e81142;2019-06-25 13:54:57.322307;
RUCZAJ Piltza GOTOWY BLOK 2 pokoje + jasna kuchnia;: Dêbniki, Ruczaj;2 pokoje;365000;49,61;7 357;https://www.otodom.pl/oferta/ruczaj-piltza-gotowy-blok-2-pokoje-jasna-kuchnia-ID40T9f.html#bc75e81142;2019-06-25 13:54:57.322307;
2 pokoje, Wysoki standard, Bezpoœrednio, Bez PCC;: Dêbniki, Kliny-Zacisze;2 pokoje;359000;47,11;7 620;https://www.otodom.pl/oferta/2-pokoje-wysoki-standard-bezposrednio-bez-pcc-ID40B9q.html#bc75e81142;2019-06-25 13:54:57.322808;
Niezwyk³e Osiedle W Zabudowie Jednorodzinnej;: Bronowice;4 pokoje;415000;61,65;6 732;https://www.otodom.pl/oferta/niezwykle-osiedle-w-zabudowie-jednorodzinnej-ID3YqlC.html#bc75e81142;2019-06-25 13:54:57.322808;
Twoja rezydencja w uroczej dzielnicy!;: Swoszowice, Opatkowice;4 pokoje;348520;81,24;4 290;https://www.otodom.pl/oferta/twoja-rezydencja-w-uroczej-dzielnicy-ID3OPba.html#bc75e81142;2019-06-25 13:54:57.322808;
Olsza - willowa okolica;: Grzegórzki, Olsza;2 pokoje;398900;46,06;8 660;https://www.otodom.pl/oferta/olsza-willowa-okolica-ID3XsWC.html#bc75e81142;2019-06-25 13:54:57.322808;
Widok, przestrzeñ, czyste powietrze!;: Wzgórza Krzes³awickie;3 pokoje;322014;54,12;5 950;https://www.otodom.pl/oferta/widok-przestrzen-czyste-powietrze-ID3LT3S.html#bc75e81142;2019-06-25 13:54:57.322808;
Idealne mieszkania na miarê Twoich potrzeb!;: Bronowice, Bronowice Ma³e;2 pokoje;365277;50,39;7 249;https://www.otodom.pl/oferta/idealne-mieszkania-na-miare-twoich-potrzeb-ID40fNq.html#bc75e81142;2019-06-25 13:54:57.323310;
Mieszkanie 3-pokojowe z balkonem, Czy¿yny;: Nowa Huta, Czy¿yny;3 pokoje;380000;49,29;7 709;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-z-balkonem-czyzyny-ID3YDfV.html#bc75e81142;2019-06-25 13:54:57.323310;
3 pokoje, Swoszowice/Opatkowice;: Swoszowice;3 pokoje;319000;54,50;5 853;https://www.otodom.pl/oferta/3-pokoje-swoszowice-opatkowice-ID41aG0.html#bc75e81142;2019-06-25 13:54:57.323310;
Przestronne trzypokojowe mieszkanie - C;: Bronowice;3 pokoje;428400;56,00;7 650;https://www.otodom.pl/oferta/przestronne-trzypokojowe-mieszkanie-c-ID3XSiA.html#bc75e81142;2019-06-25 13:54:57.323310;
Trzypokojowe mieszkanie z widokiem i balkonem - C;: Bronowice;3 pokoje;359450;45,50;7 900;https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-z-widokiem-i-balkonem-c-ID3XSpm.html#bc75e81142;2019-06-25 13:54:57.323310;
Nowe mieszkanie 3/4pok z dzia³k¹ + du¿y parking;: Mistrzejowice, Mistrzejowice Nowe;3 pokoje;319000;65,00;4 908;https://www.otodom.pl/oferta/nowe-mieszkanie-3-4pok-z-dzialka-duzy-parking-ID3RBmk.html#bc75e81142;2019-06-25 13:54:57.323811;
Ruczaj, ul. Obozowa- 52m2- 2 pokoje, oddzielna kuc;: Dêbniki, Ruczaj;2 pokoje;399000;52,00;7 673;https://www.otodom.pl/oferta/ruczaj-ul-obozowa-52m2-2-pokoje-oddzielna-kuc-ID41ax4.html#bc75e81142;2019-06-25 13:54:57.323811;
Po generalnym remoncie - Plac Centralny/Aleja Ró¿;: Nowa Huta;3 pokoje;395000;50,50;7 822;https://www.otodom.pl/oferta/po-generalnym-remoncie-plac-centralny-aleja-roz-ID4112l.html#bc75e81142;2019-06-25 13:54:57.323811;
Piêkne mieszkanie - Plac Centralny w Nowej Hucie;: Nowa Huta;3 pokoje;395000;50,50;7 822;https://www.otodom.pl/oferta/piekne-mieszkanie-plac-centralny-w-nowej-hucie-ID3UKIE.html#bc75e81142;2019-06-25 13:54:57.323811;
Kosocice- 60m2 2pokoje;: Swoszowice;2 pokoje;350000;60,00;5 833;https://www.otodom.pl/oferta/kosocice-60m2-2pokoje-ID41aio.html#bc75e81142;2019-06-25 13:54:57.323811;
Mieszkanie, 46 , Kraków;: Pr¹dnik Bia³y, ¯abiniec;2 pokoje;348000;46,00;7 565;https://www.otodom.pl/oferta/mieszkanie-46-m-krakow-ID41ah0.html#bc75e81142;2019-06-25 13:54:57.324312;
Os. Na Wzgórzach - dwupokojowe z jasn¹ kuchni¹;: Pr¹dnik Bia³y, Górka Narodowa;2 pokoje;285000;47,50;6 000;https://www.otodom.pl/oferta/os-na-wzgorzach-dwupokojowe-z-jasna-kuchnia-ID41ac5.html#bc75e81142;2019-06-25 13:54:57.324312;
3 osobne pokoje, balkon, piwnica, Powstañców;: Pr¹dnik Czerwony;3 pokoje;395000;57,00;6 930;https://www.otodom.pl/oferta/3-osobne-pokoje-balkon-piwnica-powstancow-ID41aax.html#bc75e81142;2019-06-25 13:54:57.324312;
Dwupokojowe z antresol¹ i zielonym tarasem!;: Nowa Huta;2 pokoje;408000;52,60;7 757;https://www.otodom.pl/oferta/dwupokojowe-z-antresola-i-zielonym-tarasem-ID4167A.html#4a33b8b56c;2019-06-25 13:54:58.340703;
3-Pokojowe Mieszkanie Ul. Jerzmanowskiego;: Bie¿anów-Prokocim, Bie¿anów;3 pokoje;299000;51,00;5 863;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-ul-jerzmanowskiego-ID41bIc.html#4a33b8b56c;2019-06-25 13:54:58.341203;
Ruczaj! 3 Pokoje, 2 Miejsca Postojowe;: Dêbniki, Ruczaj;3 pokoje;439000;55,30;7 939;https://www.otodom.pl/oferta/ruczaj-3-pokoje-2-miejsca-postojowe-ID3YQ0M.html#4a33b8b56c;2019-06-25 13:54:58.341203;
Poœród zieleni; dla rodziny lub inwestora-UGOREK.;: Pr¹dnik Czerwony, Ugorek;2 pokoje;367500,00;52,75;6 967 /;https://www.otodom.pl/oferta/posrod-zieleni-dla-rodziny-lub-inwestora-ugorek-ID413jK.html#4a33b8b56c;2019-06-25 13:54:58.341203
